"ChassisID","BoltPattern","Hubbore","HubboreRear","MaxWheelLoad","Nutorbolt","NutBoltThreadType","NutBoltHex","BoltLength","Minboltlength","Maxboltlength","NutBoltTorque","AxleWeightFront","AxleWeightRear","TPMS"
"2354","6x139.7","78.1","","2046","nut","M14x1.5","22","","","","140","1542","1814","on"
"2355","8x165.1","117","0.00","2310","nut","M14x1.5","22","","0","0","140","0","0","on"
"2356","5x127","77.8","","1850","nut","M14x1.5","22","","","","140","","",""
"2357","6x139.7","77.8","0.00","1995","nut","M14x1.5","22","","0","0","140","0","0","on"
"2363","5x100","57.1","","1217","nut","M12x1.5","19","","","","65 to 80","1053","903",""
"2364","5x114.3","71.5","","1547","nut","M12x1.5","19","","","","100","","","on"
"2365","5x114.3","71.5","","1547","nut","M12x1.5","19","","","","100","","","on"
"2366","5x114.3","67.1","","1188","nut","M12x1.5","19","","","","100","","","on"
"2367","5x114.3","67.1","0.00","1210","nut","M12x1.5","19","","0","0","100","0","0",""
"2370","5x139.7","77.8","0.00","1652","nut","9/16 UNF","21","","0","0","135","0","0","on"
"2371","5x139.7","77.8","0.00","1892","nut","9/16 UNF","22","","0","0","135","0","0",""
"2372","5x139.7","77.8","0.00","1892","nut","9/16 UNF","22","","0","0","135","0","0","on"
"2373","5x130","84.1","0.00","2134","bolt","M14x1.5","19","35.00","34","37","160","0","0",""
"2374","6x205","161","0.00","2310","bolt","M14x1.5","19","40.00","39","42","111","0","0","on"
"2376","8x165.1","117","0.00","2310","nut","9/16 UNF","24","","0","0","135","0","0","on"
"2377","8x165.1","121.3","0.00","2310","nut","9/16 UNF","24","","0","0","155","0","0","on"
"2378","8x165.1","121.3","0.00","2310","nut","9/16 UNF","24","","0","0","145","0","0","on"
"2379","6x139.7","78.1","","1397","nut","M14x1.5","22","","","","140","","","on"
"2380","6x139.7","78.1","0.00","2090","nut","M14x1.5","22","","0","0","140","0","0","on"
"2381","6x139.7","78.1","","1980","nut","M14x1.5","22","","","","140","","","on"
"2382","4x100","56.1","","858","nut","M12x1.5","19","","","","80","","","on"
"2383","5x114.3","64.1","0.00","1375","nut","M12x1.5","19","","0","0","94","0","0",""
"2384","5x120","64.1","","1375","nut","M14x1.5","22","","","","94","","","on"
"2385","4x114.3","67.1","","1287","nut","M12x1.5","19","","","","80","","",""
"2386","4x114.3","67.1","","1331","nut","M12x1.5","19","","","","80","","",""
"2387","4x100","57.1","","1287","nut","M12x1.5","19","","","","80","","",""
"2388","4x100","57.1","","1287","nut","M12x1.5","19","","","","80","","",""
"2389","4x100","54.1","0.00","1030","nut","M12x1.5","19","","0","0","87","0","0",""
"2390","4x108","63.4","0.00","1063","nut","M12x1.5","19","","0","0","94","0","0","on"
"2391","5x114.3","66.1","","1144","nut","M12x1.25","21","","","","72 to 87","1165","1390","on"
"2392","5x114.3","71.5","","1322","nut","1/2 UNF","19","","","","85 to 110","","","on"
"2393","5x108","63.9","","1210","nut","M12x1.5","19","","","","105","","","on"
"2394","6x139.7","92.2","","1705","nut","M12x1.5","21","","","","65 to 80","","","on"
"2395","5x114.3","60.1","","1265","nut","M12x1.5","21","","","","76","","","on"
"2396","5x114.3","60.1","","1265","nut","M12x1.5","21","","","","76","","","on"
"2398","5x114.3","60.1","","1320","nut","M12x1.5","21","","","","76","","","on"
"2399","5x114.3","60.1","","1518","nut","M12x1.5","21","","","","76","","","on"
"2400","5x114.3","60.1","","1518","nut","M12x1.5","21","","","","76","","","on"
"2402","5x120","60.1","","1364","nut","M14x1.5","21","","","","103","","","on"
"2403","5x120","60.1","","1364","nut","M14x1.5","21","","","","103","","","on"
"2404","5x114.3","70.6","","1870","nut","1/2 UNF","19","","","","100","","",""
"2406","5x114.3","63.4","0.00","1485","nut","1/2 UNF","19","","0","0","100","0","0","on"
"2407","5x114.3","67.1","","1485","nut","M12x1.5","19","","","","100","","","on"
"2408","5x114.3","67.1","","1177","nut","M12x1.5","21","","","","80","","","on"
"2409","5x114.3","67.1","","1177","nut","M12x1.5","21","","","","81","","","on"
"2411","5x114.3","67.1","","1232","nut","M12x1.5","21","","","","81","","","on"
"2412","5x114.3","67.1","0.00","1232","nut","M12x1.5","21","","0","0","81","0","0","on"
"2413","5x114.3","67.1","","1232","nut","M12x1.5","21","","","","81","","","on"
"2414","4x100","54.1","","986","nut","M12x1.5","21","","","","65 to 87","","",""
"2415","5x114.3","67.1","","1089","nut","M12x1.5","21","","","","65 to 87","","",""
"2416","5x114.3","67.1","","792","nut","M12x1.5","21","","","","81","","","on"
"2417","4x110","60.1","","955","nut","M12x1.5","21","","","","81","","",""
"2418","4x114.3","59.6","","880","nut","M12x1.5","21","","","","81","","",""
"2419","5x114.3","59.6","","955","nut","M12x1.5","21","","","","81","","",""
"2420","5x114.3","59.6","","955","nut","M12x1.5","21","","","","81","","",""
"2421","5x114.3","67.1","","1320","nut","M12x1.5","21","","","","81","","","on"
"2422","5x114.3","67.1","","1232","nut","M12x1.5","21","","","","84 to 114","","","on"
"2423","5x114.3","67.1","","1408","nut","M12x1.5","21","","","","79 to 109","","",""
"2424","5x114.3","70.3","0.00","1760","nut","1/2 UNF","21","","0","0","87 steel wheels, check handbook for chrome steel wheels","0","0","on"
"2426","5x114.3","67.1","","1287","nut","M12x1.5","21","","","","65 to 80","","","on"
"2427","5x114.3","67.1","","1232","nut","M12x1.5","21","","","","80","","",""
"2428","4x100","59.1","","1012","nut","M12x1.25","21","","","","72 to 87","","",""
"2429","4x114.3","66.1","0.00","1100","nut","M12x1.25","21","","0","0","72 to 87","0","0",""
"2430","4x114.3","66.1","","1100","nut","M12x1.25","21","","","","72 to 87","","",""
"2431","5x114.3","66.1","","1100","nut","M12x1.25","21","","","","72 to 87","","",""
"2432","5x114.3","66.1","","1144","nut","M12x1.25","21","","","","80","","","on"
"2433","5x114.3","66.1","","1144","nut","M12x1.25","21","","","","80","","","on"
"2434","5x114.3","66.1","","1100","nut","M12x1.25","21","","","","83","","","on"
"2435","5x114.3","66.1","","1217","nut","M12x1.25","21","","","","80","","",""
"2436","5x114.3","66.1","","1217","nut","M12x1.25","21","","","","80","","",""
"2437","5x114.3","66.1","","1217","nut","M12x1.25","21","","","","80","","","on"
"2438","5x114.3","66.1","","1217","nut","M12x1.25","21","","","","80","","","on"
"2439","4x114.3","66.1","","1100","nut","M12x1.25","21","","","","80","","","on"
"2440","5x114.3","66.1","","1331","nut","M12x1.25","21","","","","80","","","on"
"2441","6x139.7","100.1","","2024","nut","M12x1.25","21","","","","98","","","on"
"2442","6x114.3","66.1","0.00","1430","nut","M12x1.25","21","","0","0","98","0","0","on"
"2443","6x114.3","66.1","0.00","1484","nut","M12x1.25","21","","0","0","98","0","0","on"
"2444","4x114.3","66.1","","1045","nut","M12x1.25","21","","","","83","","","on"
"2445","5x110","65.1","","1122","nut","M12x1.5","17","","","","100","","","on"
"2446","4x100","57.1","","1067","nut","M12x1.5","19","","","","100","","","on"
"2447","5x110","65.1","","1107","nut","M12x1.5","19","","","","100","","","on"
"2448","4x100","57.1","0.00","1067","nut","M12x1.5","19","","0","0","81","0","0","on"
"2449","5x114.3","60.1","","1342","nut","M12x1.25","21","","","","73","","","on"
"2450","5x139.7","104","","1265","nut","M12x1.25","21","","","","73","","","on"
"2451","8x170","124.9","0.00","2750","nut","M14x2.0","22","","0","0","150 to 165","0","0",""
"2452","8x200","142.2","0.00","2750","nut","M14x1.5","22","","0","0","150","0","0","on"
"2453","8x170","125","0.00","2750","nut","M14x1.5","22","","0","0","150","0","0","on"
"2454","5x114.3","60.1","","1430","nut","M12x1.5","21","","","","76","","","on"
"2455","5x114.3","60.1","0.00","1540","nut","M12x1.5","21","","0","0","83","0","0","on"
"2456","6x139.7","106.1","0.00","1540","nut","M12x1.5","21","","0","0","83","0","0","on"
"2457","5x115","70.3","","1291","nut","M12x1.5","19","","","","100","","","on"
"2460","5x100","57.1","","1133","bolt","M14x1.5","17","28.00","27","30","89","","","on"
"2461","4x114.3","67.1","0.00","968","nut","M12x1.5","21","","0","0","65 to 80","0","0",""
"2462","8x165.1","123.9","","2640","nut","9/16 UNF","22","","","","140","","",""
"2463","8x165.1","123.9","0.00","2500","nut","9/16 UNF","22","","0","0","140","0","0",""
"2464","5x100","57.1","","1133","bolt","M14x1.5","17","28.00","27","30","89","","","on"
"2465","4x100","57.1","","880","bolt","M12x1.5","17","25.00","24","27","81","","",""
"2466","5x112","57.1","","1815","bolt","M14x1.5","17","25.00","24","27","89","","","on"
"2467","4x100","57.1","","880","bolt","M12x1.5","17","25.00","24","27","81","","",""
"2468","4x100","57.1","","880","bolt","M12x1.5","17","25.00","24","27","81","","",""
"2469","4x100","57.1","0.00","880","bolt","M12x1.5","17","25.00","24","27","81","0","0",""
"2470","4x100","57.1","0.00","880","bolt","M12x1.5","17","25.00","24","27","81","0","0",""
"2471","5x100","57.1","0.00","1100","bolt","M14x1.5","17","28.00","27","30","89","0","0",""
"2472","5x112","57.1","","1045","bolt","M14x1.5","17","28.00","27","30","89","","","on"
"2473","4x100","57.1","","880","bolt","M12x1.5","17","25.00","24","27","81","","",""
"2474","4x100","57.1","","880","bolt","M12x1.5","17","25.00","24","27","81","","",""
"2475","5x100","57.1","0.00","1276","bolt","M14x1.5","17","28.00","27","30","81","0","0",""
"2476","5x100","57.1","0.00","1100","bolt","M14x1.5","17","28.00","27","30","89","0","0",""
"2477","5x100","57.1","0.00","1100","bolt","M14x1.5","17","28.00","27","30","89","0","0",""
"2478","5x112","57.1","","1045","bolt","M14x1.5","17","28.00","27","30","89","","","on"
"2479","5x112","57.1","","1221","bolt","M14x1.5","17","28.00","27","30","81","","","on"
"2480","5x114.3","70.6","","1375","nut","1/2 UNF","19","","","","100","","",""
"2481","4x100","57.1","","880","bolt","M12x1.5","17","25.00","24","27","81","","",""
"2482","4x100","57.1","","880","bolt","M12x1.5","17","25.00","24","27","81","","",""
"2483","4x100","57.1","0.00","880","bolt","M12x1.5","17","25.00","24","27","81","0","0",""
"2484","4x100","57.1","","880","bolt","M12x1.5","17","25.00","24","27","81","","",""
"2485","5x100","57.1","","1133","bolt","M14x1.5","17","28.00","27","30","81","","",""
"2486","5x100","57.1","","1133","bolt","M14x1.5","17","28.00","27","30","89","","",""
"2487","5x100","57.1","","1133","bolt","M14x1.5","17","28.00","27","30","89","","",""
"2488","5x108","63.4","","1287","nut","M12x1.5","19","","","","85 to 105","","",""
"2489","5x112","57.1","","1045","bolt","M14x1.5","17","28.00","27","30","89","","","on"
"2490","4x100","57.1","0.00","1122","bolt","M12x1.5","17","25.00","24","27","81","0","0",""
"2491","4x114.3","67.1","0.00","869","nut","M12x1.5","21","","0","0","65 to 80","0","0",""
"2492","4x100","57.1","","1122","bolt","M12x1.5","17","25.00","24","27","81","","",""
"2493","4x100","54.1","0.00","1045","nut","M12x1.5","21","","0","0","80","0","0",""
"2494","4x100","54.1","0.00","1045","nut","M12x1.5","21","","0","0","80","0","0","on"
"2495","5x100","57.1","0.00","1166","bolt","M14x1.5","17","28.00","27","30","81","0","0",""
"2496","4x114.3","67.1","0.00","1001","nut","M12x1.5","21","","0","0","80","0","0",""
"2497","4x114.3","67.1","","968","nut","M12x1.5","21","","","","80","","",""
"2498","4x114.3","67.1","","1133","nut","M12x1.5","21","","","","65 to 80","","",""
"2499","5x100","57.1","","1166","bolt","M14x1.5","17","28.00","27","30","81","","",""
"2501","5x114.3","67.1","","1166","nut","M12x1.5","21","","","","80","","",""
"2502","5x114.3","67.1","","1232","nut","M12x1.5","21","","","","80","","",""
"2503","5x114.3","67.1","","1320","nut","M12x1.5","21","","","","65 to 80","","","on"
"2504","4x114.3","67.1","","986","nut","M12x1.5","21","","","","80","","",""
"2505","5x114.3","67.1","","1012","nut","M12x1.5","21","","","","65 to 80","","","on"
"2506","5x112","57.1","","1320","bolt","M14x1.5","17","28.00","27","30","89","","",""
"2507","5x112","57.1","","1320","bolt","M14x1.5","17","28.00","27","30","89","","",""
"2508","5x112","57.1","","1283","bolt","M14x1.5","17","28.00","27","30","89","","","on"
"2509","5x112","57.1","","1283","bolt","M14x1.5","17","28.00","27","30","89","","","on"
"2510","4x100","57.1","","1023","bolt","M12x1.5","17","25.00","24","27","81","","",""
"2511","5x100","57.1","0.00","1045","bolt","M14x1.5","17","28.00","27","30","81","0","0",""
"2512","5x130","71.5","","1936","bolt","M14x1.5","19","38.00","37","40","118","","","on"
"2513","5x112","57.1","","1177","bolt","M14x1.5","17","28.00","27","30","89","","","on"
"2514","5x112","57.1","0.00","1645","bolt","M14x1.5","17","32.00","31","34","118","0","0",""
"2515","5x112","57.1","","1540","bolt","M14x1.5","17","32.00","31","34","123","","",""
"2516","5x114.3","67.1","","1386","nut","M12x1.5","21","","","","80","","",""
"2517","4x114.3","67.1","","1001","nut","M12x1.5","21","","","","80","","",""
"2518","4x114.3","67.1","","1001","nut","M12x1.5","21","","","","80","","",""
"2519","5x114.3","67.1","","1144","nut","M12x1.5","21","","","","65 to 80","","","on"
"2520","4x114.3","67.1","","1133","nut","M12x1.5","21","","","","65 to 80","","",""
"2521","5x114.3","67.1","","1012","nut","M12x1.5","21","","","","65 to 80","","","on"
"2522","6x139.7","92.4","0.00","1705","nut","M12x1.5","21","","0","0","80","0","0","on"
"2523","5x114.3","67.1","","1320","nut","M12x1.5","21","","","","75","","","on"
"2524","5x114.3","67.1","","1507","nut","M12x1.5","21","","","","80","","",""
"2525","5x114.3","67.1","0.00","1400","nut","M12x1.5","21","","0","0","75","0","0","on"
"2527","5x112","57.1","","1364","bolt","M14x1.5","17","32.00","31","34","81","","",""
"2530","5x108","63.4","","1265","nut","M12x1.5","19","","","","75","","","on"
"2531","5x108","63.4","","1298","nut","M12x1.5","19","","","","95","","","on"
"2532","5x108","63.4","","1452","nut","M12x1.5","19","","","","95","","","on"
"2533","5x108","63.4","","1452","nut","M12x1.5","19","","","","95","","","on"
"2534","5x120.65","73.9","","1298","nut","1/2 UNF","19","","","","75","","",""
"2535","5x98","58.6","","1089","nut","M12x1.5","19","","","","74","","",""
"2536","4x108","64.1","70.10","1155","nut","M12x1.5","19","","","","74","","",""
"2537","4x108","57.1","","1298","bolt","M14x1.5","17","25.00","24","27","81","","",""
"2538","5x112","57.1","","1298","bolt","M14x1.5","17","32.00","31","34","81","","",""
"2539","4x108","57.1","","1210","bolt","M14x1.5","17","25.00","24","27","81","","",""
"2540","5x112","57.1","","1298","bolt","M14x1.5","17","32.00","31","34","81","","",""
"2541","4x108","57.1","","1210","bolt","M14x1.5","17","25.00","24","27","81","","",""
"2542","5x120.65","73.9","","1265","nut","1/2 UNF","19","","","","95","","","on"
"2543","5x120.65","73.9","0.00","1404","nut","1/2 UNF","19","","0","0","75","0","0","on"
"2544","5x120.65","73.9","","1382","nut","1/2 UNF","19","","","","95","","",""
"2545","4x108","57.1","","1232","bolt","M14x1.5","17","25.00","24","27","81","","",""
"2548","4x108","57.1","","1210","bolt","M14x1.5","17","25.00","24","27","81","","",""
"2549","4x108","57.1","","1210","bolt","M14x1.5","17","25.00","24","27","81","","",""
"2550","5x112","57.1","0.00","1272","bolt","M14x1.5","17","28.00","27","30","89","0","0","on"
"2551","5x112","57.1","0.00","1265","bolt","M14x1.5","17","32.00","31","34","96","0","0",""
"2552","5x112","57.1","0.00","1265","bolt","M14x1.5","17","32.00","31","34","89","0","0",""
"2553","5x112","57.1","","1353","bolt","M14x1.5","17","30.00","29","33","89","","","on"
"2554","5x112","57.1","","1353","bolt","M14x1.5","17","30.00","29","33","89","","","on"
"2555","5x112","57.1","","1353","bolt","M14x1.5","17","30.00","29","33","89","","","on"
"2556","5x112","57.1","","1375","bolt","M14x1.5","17","30.00","29","33","89","","","on"
"2557","5x112","57.1","","1375","bolt","M14x1.5","17","30.00","29","33","88","","","on"
"2558","5x112","57.1","","1375","bolt","M14x1.5","17","30.00","29","33","89","","","on"
"2559","5x115","70.3","","1355","nut","M12x1.5","19","","","","100","","","on"
"2560","4x114.3","56.6","","935","nut","M12x1.5","19","","","","81","","",""
"2561","5x112","57.1","0.00","1225","bolt","M14x1.5","17","32.00","31","34","81","0","0",""
"2562","5x112","57.1","0.00","1186","bolt","M14x1.5","17","32.00","31","34","81","0","0",""
"2563","5x112","57.1","0.00","1225","bolt","M14x1.5","17","32.00","31","34","89","0","0","on"
"2564","5x112","57.1","","1430","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2565","5x112","57.1","","1430","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2566","5x112","57.1","0.00","1496","bolt","M14x1.5","17","32.00","31","34","89","0","0","on"
"2567","5x112","57.1","","1382","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2568","5x112","57.1","","1382","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2569","5x112","57.1","","1459","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2570","5x112","57.1","","1353","bolt","M14x1.5","17","30.00","29","33","89","","","on"
"2571","5x112","57.1","","1382","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2572","5x120.65","73.9","","1298","nut","1/2 UNF","19","","","","75","","",""
"2573","6x127","78.1","","1540","nut","M12x1.5","19","","","","100","","","on"
"2574","5x120.65","73.9","","1298","nut","1/2 UNF","19","","","","95","","",""
"2575","5x120.65","73.9","","1298","nut","1/2 UNF","19","","","","75","","",""
"2576","5x120.65","73.9","","1316","nut","1/2 UNF","19","","","","75","","",""
"2577","5x120.65","73.9","","1305","nut","1/2 UNF","21","","","","95","","",""
"2578","5x120.65","73.9","","1404","nut","1/2 UNF","19","","","","95","","",""
"2579","5x108","63.4","","1452","nut","M12x1.5","19","","","","95","","","on"
"2580","5x108","63.4","","1452","nut","M12x1.5","19","","","","95","","","on"
"2583","5x112","57.1","","1221","bolt","M14x1.5","17","32.00","31","34","81","","",""
"2584","5x112","57.1","","1375","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2585","5x112","57.1","","1375","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2586","5x112","57.1","","1375","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2587","5x112","57.1","","1375","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2588","5x112","57.1","","1375","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2589","5x112","57.1","","1375","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2590","5x112","57.1","","1375","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2591","5x112","57.1","","1379","bolt","M14x1.5","17","32.00","31","34","81","","",""
"2592","5x112","57.1","","1379","bolt","M14x1.5","17","32.00","31","34","81","","",""
"2593","5x112","57.1","","1379","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2594","5x112","57.1","","1379","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2595","5x112","57.1","","1375","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2596","5x112","57.1","","1375","bolt","M14x1.5","17","32.00","31","34","89","","","on"
"2597","5x100","57.1","","1144","bolt","M14x1.5","17","25.00","24","27","89","","","on"
"2598","5x100","57.1","","1144","bolt","M14x1.5","17","25.00","24","27","89","","","on"
"2599","5x130","71.5","","2079","bolt","M14x1.5","19","37.00","36","39","118","","","on"
"2600","5x114.3","67.1","","1232","nut","M12x1.5","21","","","","87 to 101","","",""
"2613","5x114.3","60.1","","1265","nut","M12x1.5","21","","","","76","","","on"
"2615","5x120","72.6","","1723","bolt","M12x1.5","17","28.00","27","30","103","","","on"
"2624","5x130","71.5","","1870","bolt","M14x1.5","19","37.00","36","39","118","1490","1700","on"
"2640","5x108","63.4","","1184","nut","M12x1.5","19","","","","85 to 105","","",""
"2641","4x98","58.1","0.00","847","bolt","M12x1.25","19","26.00","25","28","63","0","0",""
"2642","4x98","58.1","0.00","847","bolt","M12x1.25","19","26.00","25","28","63","0","0",""
"2653","5x114.3","67.1","","1562","nut","M12x1.5","21","","","","80 to 108","45","55","on"
"2657","5x114.3","67.1","","1386","nut","M12x1.5","19","","","","100","1180","1048","on"
"2672","5x120.65","70.3","","1287","nut","M12x1.5","19","","","","100","","",""
"2675","5x115","70.2","","1430","nut","M12x1.5","19","","","","100","","",""
"2676","5x114.3","68.1","0.00","1276","nut","M14x2.0","22","","0","0","set initial torque at 81, then increase torque to 133","0","0","on"
"2679","5x114.3","64.1","","1210","nut","M12x1.5","19","","","","80","","","on"
"2680","4x114.3","64.1","","1111","nut","M12x1.5","19","","","","80","","",""
"2681","5x114.3","64.1","","1045","nut","M12x1.5","19","","","","80","","",""
"2682","5x114.3","64.1","","1155","nut","M12x1.5","19","","","","80","","","on"
"2683","6x139.7","78.1","","1936","nut","M14x1.5","22","","","","140","","",""
"2684","6x139.7","78.1","","1936","nut","M14x1.5","22","","","","140","","","on"
"2685","6x139.7","78.1","","1936","nut","M14x1.5","22","","","","140","1633","1860","on"
"2686","6x139.7","78.1","","1936","nut","M14x1.5","22","","","","140","","","on"
"2687","6x139.7","78.1","","1936","nut","M14x1.5","22","","","","140","","","on"
"2688","6x139.7","77.8","0.00","1995","nut","M14x1.5","22","","0","0","140","0","0","on"
"2689","6x139.7","108","","1870","nut","M12x1.5","19","","","","100","","","on"
"2690","6x139.7","108","","1870","nut","M12x1.5","19","","","","100","","","on"
"2693","8x165.1","117","0.00","2310","nut","M14x1.5","22","","0","0","120","0","0",""
"2694","6x114.3","66.1","0.00","1430","nut","M12x1.25","21","","0","0","98","0","0","on"
"2695","6x139.7","78.1","0.00","1839","nut","M14x1.5","22","","0","0","140","1633","1672","on"
"2696","8x165.1","117","","2640","nut","M14x1.5","22","","","","140","2000","2760","on"
"2697","6x139.7","77.8","","2035","nut","M14x1.5","22","","","","140","1452","1814","on"
"2699","8x165.1","117","","2090","nut","M14x1.5","22","","","","140","","","on"
"2701","8x165.1","116.5","","2310","nut","M14x1.5","22","","","","140","","","on"
"2703","6x139.7","77.8","","1995","nut","M14x1.5","22","","","","140","","","on"
"2704","6x139.7","78.1","0.00","1839","nut","M14x1.5","22","","0","0","140","1633","1672","on"
"2705","8x165.1","117","","2310","nut","M14x1.5","22","","","","140","","","on"
"2707","8x165.1","117","","2640","nut","M14x1.5","22","","","","140","2000","2760","on"
"2708","5x114.3","64.1","","1188","nut","M12x1.5","19","","","","80","","","on"
"2709","5x112","57.1","","1140","bolt","M14x1.5","17","28.00","27","30","89","1994","1444","on"
"2710","5x112","57.1","","1140","bolt","M14x1.5","17","28.00","27","30","89","1994","1444","on"
"2711","5x114.3","67.1","0.00","1400","nut","M12x1.5","19","","0","0","100","0","0","on"
"2714","6x139.7","107","","1958","nut","M12x1.5","21","","","","72 to 87","","",""
"2715","5x139.7","108","","1617","nut","M12x1.5","19","","","","87","","",""
"2716","5x130","71.5","","1291","nut","M14x1.5","19","","","","96","","",""
"2717","5x130","71.5","","1155","nut","M14x1.5","19","","","","96","","",""
"2718","5x120","64.1","0.00","1452","nut","M14x1.5","22","","0","0","94","0","0","on"
"2719","4x100","56.1","","1045","nut","M12x1.5","19","","","","80","","",""
"2720","5x112","57.1","","847","bolt","M14x1.5","17","32.00","31","34","89","","",""
"2724","4x108","57.1","","1210","bolt","M14x1.5","17","25.00","24","27","81","","",""
"2725","5x115","70.3","","1067","nut","M12x1.5","19","","","","100","","",""
"2726","5x115","70.3","","1219","nut","M12x1.5","19","","","","100","","","on"
"2728","5x120","72.6","","1056","bolt","M12x1.5","17","30.00","29","33","88","","","on"
"2729","4x100","57.1","","1133","bolt","M12x1.5","17","26.00","25","28","88","","",""
"2730","4x100","57.1","","1133","bolt","M12x1.5","17","28.00","27","30","88","","",""
"2731","4x100","57.1","","1133","bolt","M12x1.5","17","26.00","25","28","88","","",""
"2732","5x120","72.6","","1265","bolt","M12x1.5","17","28.00","27","30","88","","",""
"2733","5x120","72.6","","1228","bolt","M12x1.5","17","28.00","27","30","88","","",""
"2734","5x139.7","77.8","","1892","nut","9/16 UNF","22","","","","135","","","on"
"2735","5x114.3","71.5","","1349","nut","M12x1.5","19","","","","88","","",""
"2736","5x114.3","71.5","","1349","nut","M12x1.5","19","","","","88","","",""
"2737","5x120","72.6","","1228","bolt","M12x1.5","17","30.00","29","33","88","","",""
"2738","5x100","57.1","","1217","nut","M12x1.5","19","","","","85 to 115","1053","903",""
"2739","5x114.3","71.5","","1349","nut","M12x1.5","19","","","","88","","",""
"2740","5x100","57.1","","1056","nut","M12x1.5","19","","","","85 to 115","","",""
"2741","5x100","57.1","","1056","nut","M12x1.5","19","","","","85 to 115","","",""
"2742","5x100","57.1","","1056","nut","M12x1.5","19","","","","95","","",""
"2743","5x120","72.6","","1265","bolt","M12x1.5","17","28.00","27","30","88","","",""
"2744","5x120","72.6","","1100","bolt","M12x1.5","17","28.00","27","30","88","","","on"
"2745","5x114.3","71.5","","1547","nut","M12x1.5","19","","","","100","","","on"
"2746","5x114.3","71.5","","1547","nut","M12x1.5","19","","","","85 to 115","","",""
"2747","5x114.3","71.5","","1514","nut","M12x1.5","19","","","","85 to 115","","",""
"2748","5x100","57.1","","1514","nut","M12x1.5","19","","","","85 to 115","","","on"
"2749","5x114.3","71.5","","1584","nut","M12x1.5","19","","","","85 to 115","5250 Lbs","5250 Lbs",""
"2750","5x120","72.6","","1100","bolt","M12x1.5","17","28.00","27","30","88","","","on"
"2751","5x120","72.6","","1309","bolt","M12x1.5","17","28.00","27","30","88","","","on"
"2752","5x120","72.6","0.00","1309","bolt","M12x1.5","17","28.00","27","30","88","0","0","on"
"2753","5x120","72.6","","1309","bolt","M12x1.5","17","28.00","27","30","88","","","on"
"2754","5x120","72.6","","1309","bolt","M12x1.5","17","28.00","27","30","88","","","on"
"2755","5x120","72.6","","1195","bolt","M12x1.5","17","28.00","27","30","88","","","on"
"2756","5x120","72.6","0.00","1342","bolt","M12x1.5","17","28.00","27","30","103","0","0","on"
"2757","5x120","72.6","0.00","1342","bolt","M12x1.5","17","28.00","27","30","81","0","0","on"
"2760","5x120","72.6","","1195","bolt","M12x1.5","17","28.00","27","30","103","","","on"
"2761","5x100","57.1","","1217","nut","M12x1.5","19","","","","65 to 80","1053","903",""
"2762","5x120","72.6","","1195","bolt","M12x1.5","17","28.00","27","30","88","","","on"
"2764","5x120","72.6","","1195","bolt","M12x1.5","17","28.00","27","30","88","","","on"
"2765","5x120","72.6","","1287","bolt","M12x1.5","17","28.00","27","30","88","","","on"
"2766","5x114.3","67.1","","1217","nut","M12x1.5","19","","","","65 to 80","1053","864",""
"2767","5x100","57.1","","1217","nut","M12x1.5","19","","","","65 to 80","1053","903",""
"2768","5x114.3","67.1","","1217","nut","M12x1.5","19","","","","65 to 80","","","on"
"2771","5x100","57.1","","1514","nut","M12x1.5","19","","","","100","","",""
"2772","5x100","57.1","","1514","nut","M12x1.5","19","","","","100","","",""
"2773","5x120","72.6","","1327","bolt","M12x1.5","17","32.00","31","34","88","","",""
"2774","5x120","72.6","","1289","bolt","M12x1.5","17","32.00","31","34","88","","",""
"2775","5x120","72.6","","1327","bolt","M12x1.5","17","32.00","31","34","88","","",""
"2776","5x114.3","71.5","","1547","nut","M12x1.5","19","","","","100","","","on"
"2777","5x114.3","71.5","","1547","nut","M12x1.5","19","","","","100","","","on"
"2779","5x120","74.1","","1437","bolt","M12x1.5","17","26.00","25","28","88","","","on"
"2780","5x120","74.1","","1551","bolt","M12x1.5","17","26.00","25","28","88","","","on"
"2781","5x120","72.6","","1540","bolt","M12x1.5","17","30.00","29","33","88","","","on"
"2782","5x120","72.6","0.00","1430","bolt","M12x1.5","17","32.00","31","34","88","0","0","on"
"2783","5x120","72.6","","1430","bolt","M12x1.5","17","32.00","31","34","88","","","on"
"2784","5x120","72.6","","1287","bolt","M12x1.5","17","32.00","31","34","81","","",""
"2785","5x120","72.6","","1287","bolt","M12x1.5","17","32.00","31","34","81","","",""
