"ChassisID","BoltPattern","Hubbore","HubboreRear","MaxWheelLoad","Nutorbolt","NutBoltThreadType","NutBoltHex","BoltLength","Minboltlength","Maxboltlength","NutBoltTorque","AxleWeightFront","AxleWeightRear","TPMS"
"4547","4x100","54.1","0.00","1023","nut","M12x1.5","21","","0","0","74","0","0",""
"4551","5x120","72.6","","1111","bolt","M14x1.25","17","28.00","27","30","103","1040","940","on"
"4552","7x150","87.1","0.00","2310","nut","M14x2.0","22","","0","0","150","0","0","on"
"4553","3x112","57.1","0.00","726","bolt","M12x1.5","15","26.00","25","28","81","505","660","on"
"4561","5x120.65","70.3","","1100","nut","7/16 UNF","19","","","","100","","",""
"4562","5x108","63.4","","1430","nut","M14x1.5","21","","","","81","1300","1145","on"
"4565","5x114.3","67.1","","1540","nut","M12x1.5","21","","","","65 to 80","","","on"
"4567","5x114.3","67.1","","1155","nut","M12x1.5","21","","","","65 to 80","1010","1050","on"
"4578","5x108","63.4","","1375","bolt","M14x1.5","19","28.00","27","30","103","1260","1290","on"
"4579","5x115","70.3","","1258","nut","M12x1.5","19","","","","100","","","on"
"4590","5x115","70.3","","1287","nut","M12x1.5","19","","","","100","","","on"
"4592","Racing Nut","","0.00","1309","nut","00","0","","0","0","365","825","1220","on"
"4593","5X130","71.6","0.00","1309","bolt","14X1.5","17","29.00","27","31","365","825","1220","on"
"4594","5x130","71.5","","1038","bolt","M14x1.5","19","30.00","29","33","118","","","on"
"4597","4x100","60.1","","990","nut","M12x1.5","19","","","","75","","",""
"4598","5x110","65.1","","1294","bolt","M12x1.5","17","27.00","26","30","80","1180","1140","on"
"4603","5x130","71.5","0.00","1980","bolt","M14x1.5","19","37.00","36","39","133","0","0","on"
"4604","4x100","56.1","","902","nut","M12x1.5","19","","","","80","","","on"
"4605","5x120","64.1","","1375","nut","M14x1.5","22","","","","94","","","on"
"4621","5x114.3","60.1","","1210","nut","M12x1.5","21","","","","76","","","on"
"4627","5x114.3","60.1","","1210","nut","M12x1.5","21","","","","76","","","on"
"4628","5x100","54.1","","1210","nut","M12x1.5","21","","","","76","","","on"
"4632","5x120","72.6","","1723","bolt","M14x1.25","17","30.00","29","33","103","","","on"
"4633","5x120","72.6","0.00","1727","bolt","M14x1.25","17","28.00","27","30","103","0","0","on"
"4635","5x114.3","64.1","","913","nut","M12x1.5","19","","","","80","","","on"
"4636","5x114.3","66.1","","1276","nut","M12x1.25","21","","","","80","","","on"
"4637","5x114.3","67.1","","1320","nut","M12x1.5","21","","","","65 to 80","","","on"
"4639","5x112","66.6","","1111","bolt","M12x1.5","17","28.00","27","30","96","","","on"
"4642","5x114.3","66.1","","1111","nut","M12x1.25","21","","","","80","","","on"
"4643","5x114.3","60.1","","1342","nut","M12x1.25","19","","","","81","","","on"
"4644","5x112","57.1","","1045","bolt","M14x1.5","17","28.00","27","30","89","","","on"
"4645","5x130","71.5","","1936","bolt","M14x1.5","19","38.00","37","40","133","","","on"
"4650","5x112","66.6","","1239","bolt","M12x1.5","17","30.00","29","33","88","","",""
"4654","5x115","70.3","","1430","nut","M12x1.5","19","","","","100","","",""
"4655","5x115","70.3","","1430","nut","M12x1.5","19","","","","100","","",""
"4656","5x115","70.1","","1254","nut","M12x1.5","19","","","","100","","",""
"4657","5x114.3","67.1","0.00","1342","nut","M12x1.5","21","","0","0","65 to 80","0","0","on"
"4658","5x112","66.6","","1364","bolt","M14x1.5","17","28.00","27","30","88","","","on"
"4659","5x112","66.6","","1364","bolt","M14x1.5","17","28.00","27","30","103","","","on"
"4660","5x112","66.6","","1408","bolt","M14x1.5","17","28.00","27","30","88","","","on"
"4661","5x114.3","67.1","","1595","nut","M12x1.5","21","","","","65 to 80","","","on"
"4662","5x120","64.1","","1672","nut","M14x1.5","19","","","","94","","","on"
"4666","5x112","57.1","0.00","1221","bolt","M14x1.5","17","32.00","31","34","81","0","0",""
"4667","5x120","72.6","","1375","bolt","M12x1.5","17","28.00","27","30","81","","",""
"4668","5x127","70.3","","1375","nut","1/2 UNF","19","","","","100","","",""
"4670","5x127","78.1","0.00","1430","nut","1/2 UNF","19","","0","0","100","0","0",""
"4671","5x120.65","70.3","","1287","nut","7/16 UNF","19","","","","100","","",""
"4674","4x100","57.1","","1056","nut","M12x1.5","19","","","","85 to 115","","",""
"4675","4x100","57.1","","1056","nut","M12x1.5","19","","","","81","","",""
"4677","4x100","57.1","","1056","nut","M12x1.5","19","","","","75","","",""
"4679","4x108","63.4","0.00","1030","nut","1/2 UNF","19","","0","0","85","0","0",""
"4683","5x135","87.1","0.00","2046","nut","M14x2.0","21","","0","0","100","0","0","on"
"4685","4x114.3","60.1","","1133","nut","M12x1.5","21","","","","76","","",""
"4686","4x114.3","60.1","0.00","1133","nut","M12x1.5","21","","0","0","76","0","0",""
"4689","8x165.1","124.9","0.00","2310","nut","9/16 UNF","22","","0","0","140","0","0",""
"4690","6x139.7","106.1","0.00","1606","nut","M12x1.5","21","","0","0","83","0","0",""
"4691","6x139.7","106.1","0.00","1540","nut","M12x1.5","21","","0","0","83","0","0","on"
"4692","4x100","54.1","0.00","1133","nut","M12x1.5","21","","0","0","76","0","0",""
"4693","4x114.3","60.1","0.00","1133","nut","M12x1.5","21","","0","0","76","0","0",""
"4694","5x120.65","70.3","","1298","nut","M12x1.5","19","","","","80","","",""
"4695","5x110","65.1","","1067","nut","M12x1.5","19","","","","100","","","on"
"4696","8x165.1","123.9","0.00","2500","nut","1/2 UNF","22","","0","0","140","0","0",""
"4697","8x165.1","124.9","0.00","2310","nut","1/2 UNF","22","","0","0","140","0","0",""
"4699","5x120.65","70.3","","1448","nut","M12x1.5","19","","","","100","","",""
"4700","4x114.3","66.1","","924","nut","M12x1.25","21","","","","80","","",""
"4701","5x114.3","70.6","0.00","1500","nut","1/2 UNF","19","","0","0","85 to 105","0","0",""
"4702","5x120.65","70.3","","1298","nut","M12x1.5","19","","","","100","","",""
"4703","5x127","78","0.00","1265","nut","1/2 UNF","19","","0","0","74","0","0",""
"4705","5x127","78","0.00","1870","nut","1/2 UNF","19","","0","0","120","0","0",""
"4741","5x100","54.1","","1166","nut","M12x1.5","21","","","","76","","","on"
"4742","5x120","67.1","0.00","1309","nut","M14x1.5","22","","0","0","140","1100","1250","on"
"4745","4x98","58.6","","1045","nut","M12x1.5","19","","","","66","","",""
"4746","4x100","57.1","","880","bolt","M12x1.5","17","28.00","27","30","81","","",""
"4747","4x100","57.1","","880","bolt","M12x1.5","17","28.00","27","30","88","","",""
"4748","5x120","72.6","","1507","bolt","M12x1.5","17","28.00","27","30","81","","",""
"4749","5x100","57.1","","1287","nut","M12x1.5","19","","","","100","","",""
"4750","5x127","70.3","","1331","nut","1/2 UNF","19","","","","100","","",""
"4751","5x115","70.3","","1342","nut","M12x1.5","19","","","","100","1220","1190","on"
"4752","5x127","77.8","","1841","nut","1/2 UNF","22","","","","74","","",""
"4753","5x114.3","70.6","0.00","1375","nut","1/2 UNF","19","","0","0","100","0","0",""
"4754","5x114.3","70.6","","1375","nut","1/2 UNF","19","","","","100","","",""
"4755","4x108","63.4","","1111","nut","M12x1.5","19","","","","74","","",""
"4756","4x108","63.4","0.00","1111","nut","1/2 UNF","19","","0","0","67 to 88","0","0",""
"4757","5x112","66.6","","1320","bolt","M14x1.5","17","28.00","27","30","96","","","on"
"4758","5x114.3","69.6","0.00","1287","nut","1/2 UNF","19","","0","0","78 steel rims, 83 alloy rims","0","0",""
"4759","5x114.3","69.6","","1287","nut","1/2 UNF","19","","","","78 steel rims, 80 alloy rims","","",""
"4762","8x165.1","117","0.00","2310","nut","M14x1.5","22","","0","0","140","0","0",""
"4765","5x114.3","68.1","","1320","nut","M14x2.0","22","","","","81","","","on"
"4766","5x127","70.3","","1057","nut","1/2 UNF","19","","","","100","","",""
"4767","5x120.65","70.3","","1298","nut","7/16 UNF","19","","","","100","","",""
"4768","5x120.65","70.3","","1298","nut","M12x1.5","19","","","","100","","",""
"4769","5x127","70.3","","1331","nut","1/2 UNF","19","","","","100","","",""
"4770","5x114.3","","","1349","nut","1/2 UNF","19","","","","95","","",""
"4771","4x114.3","67.1","","1155","nut","M12x1.5","21","","","","80","","",""
"4772","5x139.7","107","","1958","nut","1/2 UNF","19","","","","105","","",""
"4773","4x100","57.1","","1265","nut","M12x1.5","19","","","","100","","",""
"4774","4x100","60.1","","1078","bolt","M12x1.5","19","26.00","25","28","67","","",""
"4775","5x108","58.2","67.10","1285","nut","M14x1.5","22","","0","0","77","0","0",""
"4776","5x100","57.1","","1287","nut","M12x1.5","19","","","","100","","",""
"4777","4x100","56.1","0.00","880","nut","M12x1.5","19","","0","0","80","0","0",""
"4778","4x100","56.1","0.00","858","nut","M12x1.5","19","","0","0","80","0","0",""
"4779","4x100","56.1","0.00","858","nut","M12x1.5","19","","0","0","80","0","0",""
"4780","6x139.7","100","","1793","nut","M12x1.5","19","","","","80","","",""
"4781","5x139.7","100","0.00","1331","nut","1/2 UNF","19","","0","0","85 to 110","0","0",""
"4782","5x114.3","70.6","","1672","nut","1/2 UNF","19","","","","78","","",""
"4783","6x139.7","100","","1870","nut","M12x1.5","21","","","","65 to 87","","",""
"4785","4x114.3","59.6","","935","nut","M12x1.5","21","","","","81","","",""
"4786","4x108","63.4","0.00","1030","nut","1/2 UNF","19","","0","0","85 to 105","0","0",""
"4787","5x114.3","70.6","","1184","nut","1/2 UNF","19","","","","78","","",""
"4788","4x108","63.4","","1184","nut","1/2 UNF","19","","","","78","","",""
"4789","4x108","63.4","","1184","nut","1/2 UNF","19","","","","78","","",""
